269321	351486	743
269321	351905	784
269321	354207	688
269321	356257	659
269321	361867	832
269321	363897	602
269321	365012	765
269321	369318	821
269321	369538	54
269321	378394	701
269321	383623	645
269321	388107	771
269321	401303	824
269321	7708	804
269321	216780	794
269321	218894	776
269321	244741	824
269321	245414	843
269321	253727	817
269321	262187	665
269321	263253	770
269321	264498	683
269321	264657	704
269321	270142	757
269321	287820	504
269321	308620	740
269321	320940	681
269321	327213	347
269321	331602	611
269321	333633	694
269321	357656	821
269321	382791	751
269321	389184	840
269321	222005	779
269321	222308	414
269321	227163	820
269321	231509	699
269321	233057	804
269321	248553	829
269321	254351	812
269321	258682	816
269321	260956	840
269321	296325	768
269321	301522	715
269321	303507	622
269321	304151	843
269321	316879	654
269321	332698	829
269321	349960	800
269321	350815	200
269321	353483	420
269321	354791	814
269321	355865	838
269321	357727	799
269321	358525	73
269321	361777	457
269321	369071	827
269321	379933	435
269321	381237	804
269321	417884	765
269321	266646	844
269321	299529	724
269321	234590	759
269321	290100	771
269321	354193	755
269321	355645	800
269321	362463	589
269321	227495	759
269321	278385	826
269321	5257	580
269321	263321	746
269321	278968	701
269321	286186	462
269321	301411	665
269321	308461	420
269321	312999	768
269321	319248	714
269321	338413	784
269321	341189	843
269321	385720	595
269321	414303	705
269321	160382	800
269321	162749	462
269321	188312	800
269321	199280	783
269321	211998	832
269321	215832	846
269321	216099	800
269321	217381	800
269321	219782	341
269321	223023	385
269321	223095	731
269321	224784	800
269321	233143	800
269321	238738	64
269321	247271	70
269321	249364	740
269321	256078	759
269321	256682	833
269321	257497	772
269321	262613	389
269321	262848	200
269321	262887	770
269321	264380	644
269321	267837	740
269321	276431	462
269321	278282	779
269321	284856	800
269321	285379	826
269321	289373	800
269321	290378	800
269321	292303	835
269321	295137	800
269321	296271	768
269321	299855	721
269321	300061	670
269321	307432	721
269321	309591	200
269321	309629	704
269321	312673	815
269321	317997	740
269321	320510	800
269321	323355	800
269321	323880	592
269321	331514	712
269321	331897	823
269321	333037	800
269321	333547	660
269321	334300	800
269321	344524	800
269321	344666	634
269321	345751	676
269321	347979	462
269321	349391	800
269321	350052	800
269321	356694	421
269321	356969	820
269321	358866	733
269321	358921	800
269321	359719	200
269321	362924	670
269321	363092	821
269321	363799	800
269321	366488	200
269321	367658	800
269321	367830	645
269321	370007	800
269321	373487	707
269321	378430	800
269321	383199	759
269321	385345	800
269321	386165	774
269321	387176	800
269321	392718	800
269321	397552	648
269321	408094	626
269321	416706	800
269321	254108	795
269321	271638	614
269321	308227	683
269321	315955	843
269321	321106	697
269321	344352	723
269321	356070	694
269321	221486	751
269321	219169	616
269321	396127	731
269321	215781	693
269321	280357	849
269321	291232	633
269321	317985	583
269321	320604	782
269321	341208	835
269321	370880	564
269321	382697	583
269321	383457	583
269321	4982	623
269321	267996	423
269321	300289	648
269321	315130	828
269321	343325	704
269321	228641	695
269321	228644	754
269321	232975	849
269321	297598	815
269321	361636	849
269321	223369	838
269321	245919	726
269321	262624	580
269321	262948	826
269321	264818	706
269321	323856	583
269321	337838	58
269321	365048	670
269321	365312	665
269321	370088	812
269321	277120	529
269321	345083	693
269321	365663	728
269321	371341	633
269321	27335	843
269321	255499	740
269321	342830	78
269321	13034	790
269321	215909	610
269321	222256	719
269321	241416	615
269321	252115	650
269321	261479	740
269321	265354	637
269321	278568	71
269321	286827	359
269321	288986	706
269321	302269	313
269321	310880	821
269321	330812	634
269321	344668	848
269321	347792	509
269321	353408	192
269321	357625	687
269321	361120	754
269321	370503	665
269321	375892	724
269321	376688	804
269321	387230	387
269321	390617	821
269321	397055	270
269321	281172	650
269321	313046	642
269321	365891	714
269321	396211	642
269321	363458	351
269321	226021	429
269321	240123	721
269321	311113	759
269321	339299	757
269321	403447	642
269321	261207	616
269321	262160	816
269321	300793	466
269321	351132	821
269321	172229	69
269321	239938	717
269321	262803	848
269321	384273	740
269321	221494	843
269321	262030	495
269321	271628	765
269321	307940	765
269321	321326	706
269321	344193	815
269321	360302	612
269321	324422	523
269321	224237	812
269321	262768	770
269321	282499	599
269321	331741	795
269321	340454	498
269321	364524	723
269321	296511	762
269321	373301	704
269321	287295	671
269321	246747	512
269321	246069	795
269321	264093	698
269321	304229	657
269321	340698	589
269321	345341	846
269321	351108	760
269321	362413	709
269321	268383	790
269321	361668	704
269321	305422	614
269321	316729	821
269321	352121	833
269321	195419	772
269321	263339	766
269321	264638	704
269321	316029	681
269321	337261	771
269321	337513	734
269321	225474	771
269321	377969	779
269321	228872	759
269321	288266	660
269321	341835	673
269321	310491	294
269321	314067	639
269321	13807	779
269321	262904	829
269321	263895	413
269321	278187	776
269321	349436	846
269321	351273	462
269321	351409	804
269321	353157	545
269321	378368	511
269321	260049	800
269321	261833	781
269321	296370	610
269321	332643	642
269321	337605	740
269321	346032	812
269321	348099	846
269321	348918	835
269321	328023	832
269321	375863	748
269321	332468	643
269321	375777	776
269321	216951	779
269321	260130	615
269321	261623	740
269321	272430	532
269321	359198	832
269321	413419	833
269321	376309	400
269321	377262	476
269321	331831	840
269321	332604	476
269321	348577	633
269321	353508	833
269321	237380	583
269321	265983	821
269321	301838	462
269321	322716	833
269321	325240	540
269321	350720	764
269321	354927	612
269321	356520	790
269321	364554	697
269321	367851	636
269321	380942	543
269321	296794	300
269321	252818	728
269321	397297	699
269321	228958	759
269321	400088	540
269321	244333	748
269321	262013	653
269321	262133	706
269321	301634	682
269321	393381	595
269321	345230	829
269321	349428	837
269321	256010	693
269321	335333	843
269321	222673	829
269321	316338	583
269321	346017	665
269321	220507	101
269321	267205	88
269321	308576	88
269321	355652	88
269321	371219	25
269321	264716	712
269321	268182	666
269321	361275	615
269321	347451	101
269321	328405	548
269321	225973	10
269321	293190	666
269321	318822	462
269321	321971	821
269321	340507	612
269321	360020	821
269321	360916	251
269321	333638	840
269321	264552	801
269321	221249	809
269321	291554	621
269321	334876	782
269321	276651	653
269321	277865	565
269321	347847	627
269321	225729	837
269321	366156	754
269321	43402	53
269321	343706	509
269321	253003	790
269321	293362	615
269321	354251	583
269321	255608	755
269321	313809	612
269321	361818	654
269321	382881	488
269321	217233	550
269321	297905	740
269321	380444	770
269321	321805	782
269321	260364	740
269321	263317	740
269321	289473	302
269321	336740	653
269321	362057	740
269321	325663	790
269321	306356	606
269321	381031	790
269321	311436	695
269321	298352	682
269321	337396	423
269321	343552	331
269321	262633	576
269321	401121	727
269321	304364	483
269321	387477	737
269321	261017	539
269321	293422	517
269321	357177	557
269321	221232	351
269321	303909	653
269321	369075	751
269321	309532	429
269321	354733	689
269321	342935	615
269321	298355	703
269321	318635	381
269321	320340	549
269321	354916	647
269321	356988	637
269321	228945	96
269321	290341	787
269321	263205	727
269321	352928	838
269321	405798	776
269321	319104	740
269321	364764	417
269321	418778	423
269321	264908	403
269321	340868	820
269321	328269	801
269321	254806	817
269321	314380	548
269321	345689	757
269321	355385	823
269321	362244	746
269321	290246	583
269321	361640	660
269321	290291	833
269321	301264	829
269321	319192	438
269321	364180	373
269321	219611	833
269321	292363	790
269321	349087	753
269321	338487	843
269321	324549	623
269321	309163	554
269321	394071	20
269321	218316	695
269321	254337	714
269321	219409	96
269321	393335	373
269321	401498	373
269321	316007	768
269321	356437	395
269321	414208	846
269848	233	838
269848	203407	776
269848	215375	654
269848	215587	710
269848	215882	698
269848	246194	829
269848	246533	823
269848	252455	699
269848	253024	812
269848	253475	846
269848	262812	848
269848	263270	805
269848	263273	712
269848	265709	782
269848	269321	801
269848	279247	701
269848	284384	793
269848	292807	838
269848	301453	801
269848	305260	508
269848	313422	765
269848	322450	784
269848	324804	656
269848	326031	640
269848	327801	838
269848	329357	700
269848	336994	774
269848	347206	677
269848	347251	737
269848	348901	805
269848	351885	790
269848	353073	846
269848	367276	846
269848	367615	801
269848	371888	817
269848	381107	730
269848	416293	776
269848	217961	787
269848	252444	790
269848	253408	759
269848	256997	833
269848	261416	568
269848	262418	672
269848	284981	837
269848	291527	593
269848	309103	533
269848	316746	401
269848	340019	736
269848	342307	683
269848	348986	400
269848	357981	710
269848	370571	698
269848	388107	718
269848	395473	843
269848	5178	812
269848	223366	367
269848	238607	749
269848	253727	792
269848	263253	757
269848	270142	623
269848	324806	781
269848	338018	85
269848	348877	41
269848	349467	718
269848	351407	101
269848	353344	445
269848	389184	781
269848	173229	745
269848	222308	833
269848	224112	671
269848	225174	671
269848	231487	782
269848	231509	777
269848	251413	759
269848	253801	569
269848	279146	843
269848	291700	380
269848	303507	779
269848	303754	592
269848	309572	772
269848	342056	361
269848	355180	161
269848	355601	566
269848	365858	734
269848	379933	642
269848	386047	848
269848	234590	667
269848	270776	592
269848	304408	759
269848	400365	712
269848	363827	733
269848	222330	559
269848	262545	534
269848	295550	471
269848	346440	745
269848	346839	783
269848	414303	779
269848	205402	822
269848	217901	812
269848	222399	698
269848	225964	812
269848	236959	814
269848	261434	792
269848	266376	721
269848	297268	812
269848	310088	771
269848	310127	746
269848	312286	846
269848	327145	638
269848	339933	301
269848	354923	734
269848	358866	601
269848	366843	606
269848	384665	538
269848	387662	454
269848	393557	698
269848	408094	656
269848	245206	723
269848	257408	717
269848	302630	792
269848	344460	617
269848	348762	684
269848	349877	843
269848	352798	704
269848	395337	654
269848	320171	313
269848	405965	751
269848	380318	840
269848	410994	770
269848	343325	801
269848	221496	799
269848	233710	728
269848	274024	598
269848	290573	81
269848	297598	692
269848	320886	737
269848	352842	1
269848	354687	721
269848	368226	799
269848	369100	38
269848	370517	78
269848	377527	715
269848	250457	537
269848	262948	801
269848	263056	620
269848	366124	724
269848	368748	751
269848	203786	790
269848	302830	647
269848	330349	840
269848	357625	592
269848	349076	823
269848	345064	642
269848	240055	551
269848	263881	695
269848	376076	550
269848	402038	847
269848	365272	740
269848	229239	413
269848	230658	626
269848	303242	280
269848	357615	693
269848	291574	310
269848	291577	801
269848	306817	332
269848	363641	781
269848	282541	826
269848	370150	838
269848	291576	169
269848	351137	706
269848	359345	796
269848	199706	838
269848	235835	843
269848	261313	602
269848	265838	843
269848	280605	101
269848	286621	471
269848	318318	99
269848	321259	91
269848	324573	840
269848	330343	272
269848	350914	567
269848	362413	576
269848	366620	809
269848	377192	361
269848	387262	765
269848	398064	397
269848	405455	101
269848	353804	833
269848	354511	753
269848	156825	802
269848	345179	657
269848	290271	671
269848	300527	214
269848	351310	804
269848	364000	730
269848	389140	690
269848	285930	846
269848	263688	431
269848	291565	843
269848	368766	774
269848	370408	676
269848	377582	826
269848	402956	795
269848	215115	830
269848	308895	489
269848	347232	703
269848	376421	642
269848	378368	828
269848	381599	417
269848	388330	829
